event_id,timestamp,sunlight_percent,temperature,humidity_percent,action
af791d03,1779465960,11.86,37.65,85.25,1
37741543,1779466020,54.53,18.86,43.28,1
ffd07154,1779466080,35.89,24.8,63.69,1
ad42c015,1779466140,96.53,26.21,97.73,0
ecc12e60,1779466200,75.6,6.19,71.85,1
6853109e,1779466260,49.82,-5.38,86.25,1
5499b729,1779466320,45.75,37.09,50.94,1
c7e15f1b,1779466380,73.7,21.04,73.64,1
a68aab65,1779466440,21.46,9.69,56.13,1
1d0e05c9,1779466500,28.92,3.24,57.3,1
1fd4373f,1779466560,87.84,49.9,72.62,0
8a76d400,1779466620,54.75,15.27,71.54,1
98fb9f36,1779466680,80.53,-2.9,71.64,1
c1c4c684,1779466740,78.69,13.03,53.92,1
b78c221f,1779466800,97.11,1.07,90.86,0
5bdef47c,1779466860,14.73,-8.43,36.51,1
b811a640,1779466920,53.52,7.92,24.63,1
2af5a436,1779466980,75.82,40.52,56.1,0
dc7ab3a2,1779467040,62.84,17.49,49.35,1
cd4d16c2,1779467100,22.21,-5.16,58.97,1
a50cad63,1779467160,49.31,16.21,95.45,1
53ac60c0,1779467220,72.5,-0.47,75.56,1
043ad3e4,1779467280,25.04,35.08,66.04,1
44525248,1779467340,58.84,-5.86,62.43,1
0c3fefc1,1779467400,47.5,5.7,55.93,1
1adfee1d,1779467460,58.88,4.97,55.58,1
36210f9c,1779467520,72.84,16.98,43.94,1
70bcd3ff,1779467580,36.85,-6.24,59.72,1
0cd4c3c8,1779467640,0.0,10.84,77.68,1
8a67198f,1779467700,56.18,23.61,61.75,1
314fec33,1779467760,10.94,33.85,49.42,1
a3979d82,1779467820,22.24,23.92,71.34,1
a69670c2,1779467880,61.66,26.51,59.29,1
75dda8dc,1779467940,29.79,-0.93,53.69,1
af6d5a3a,1779468000,31.64,41.04,43.79,1
fa07f7a6,1779468060,75.44,-3.11,100.0,1
3a98f1c1,1779468120,60.72,-5.94,73.86,1
5ab4d41f,1779468180,59.49,-5.1,96.23,1
10292756,1779468240,23.2,-0.05,1.57,1
fd341620,1779468300,38.79,14.71,100.0,1
85ae66c1,1779468360,65.48,-6.26,100.0,1
b56b8ea6,1779468420,84.93,17.55,61.14,1
71417410,1779468480,33.85,-0.12,44.02,1
9fa2ebb2,1779468540,79.05,21.16,44.63,1
a4c160c6,1779468600,58.08,42.77,54.95,1
254516b1,1779468660,40.99,17.07,70.23,1
d8621d18,1779468720,72.08,22.32,58.44,1
7df7371d,1779468780,25.66,29.41,59.89,1
85cea4ac,1779468840,39.34,36.54,82.97,1
3001a7ed,1779468900,4.23,37.57,64.01,1
9a45fd71,1779468960,96.83,37.87,81.6,0
79cb3869,1779469020,69.13,21.98,56.16,1
e56b5009,1779469080,62.12,37.6,43.07,1
4141361a,1779469140,70.85,44.37,51.44,0
08655476,1779469200,41.63,1.05,51.93,1
99bb7909,1779469260,57.45,-0.87,75.22,1
57859398,1779469320,100.0,-4.99,38.65,0
a8e2fa35,1779469380,54.79,20.31,64.82,1
780c8392,1779469440,48.01,49.05,69.05,1
5ffbd699,1779469500,78.72,-0.04,88.65,1
abf3e1d4,1779469560,45.32,-0.27,79.71,1
1541f204,1779469620,50.82,21.64,54.66,1
5439a3f9,1779469680,64.49,-5.24,66.52,1
331d5e46,1779469740,29.87,41.49,71.93,1
0e75b49b,1779469800,54.21,32.61,86.35,1
658da49c,1779469860,42.41,39.3,20.89,1
6da6ebfc,1779469920,0.0,19.65,47.84,1
ccaa2ec5,1779469980,37.54,0.43,79.85,1
48159ac6,1779470040,71.02,-3.96,70.93,1
c2c667f6,1779470100,35.87,10.88,51.79,1
6d6a8873,1779470160,90.38,29.07,53.55,0
3c7c19ef,1779470220,12.04,40.49,84.88,1
5f6bb17c,1779470280,60.09,28.05,59.52,1
9f1ce240,1779470340,59.31,9.51,44.2,1
b351a080,1779470400,38.38,0.49,64.02,1
51636600,1779470460,39.95,40.22,70.49,1
1308f9a9,1779470520,71.78,31.65,33.08,1
dc756fd2,1779470580,1.6,2.76,62.52,1
286d4399,1779470640,62.85,42.27,63.59,1
49d7fd88,1779470700,68.09,29.9,73.35,1
332421ec,1779470760,60.25,30.24,55.17,1
2202f77b,1779470820,25.84,16.82,63.0,1
629eda26,1779470880,77.68,22.8,57.59,1
8073344f,1779470940,56.32,-3.36,58.73,1
caad93c2,1779471000,36.62,34.39,58.19,1
90756891,1779471060,44.45,41.5,68.43,1
11ea8f43,1779471120,62.83,35.24,54.81,1
50af3ed7,1779471180,72.22,6.89,49.46,1
81e3402b,1779471240,59.18,-4.21,96.76,1
eb4cea21,1779471300,2.87,25.9,54.07,1
899b8fe6,1779471360,23.66,34.59,38.64,1
a3f3a846,1779471420,60.71,25.59,77.98,1
98828f69,1779471480,47.39,37.67,56.62,1
97fa8be4,1779471540,52.08,49.73,50.66,1
14f7c0b1,1779471600,51.75,-6.18,83.24,1
03d3ed4e,1779471660,58.69,-3.1,83.27,1
4d26c270,1779471720,74.38,42.74,70.02,0
02d87b36,1779471780,66.33,15.83,100.0,1
9c35c158,1779471840,33.65,36.43,23.39,1
49d4a01e,1779471900,72.15,16.6,64.6,1
c236d14b,1779471960,90.31,25.5,86.3,0
aeb993cc,1779472020,24.64,20.74,75.66,1
8611a628,1779472080,43.85,19.26,43.14,1
d607c680,1779472140,60.61,26.04,62.87,1
43450ed4,1779472200,51.09,28.05,93.9,1
dbd3a251,1779472260,47.36,11.71,56.31,1
2e549c2b,1779472320,34.71,-1.6,59.26,1
f6dc2855,1779472380,44.5,1.77,18.64,1
dab92beb,1779472440,12.38,2.42,75.2,1
f51f0d1a,1779472500,44.88,-9.54,60.14,1
e3294cd9,1779472560,42.27,38.16,44.96,1
d14b993a,1779472620,62.0,7.61,100.0,1
aaf510ca,1779472680,46.0,-4.77,73.43,1
00a1b633,1779472740,27.84,10.71,65.37,1
9a1805f9,1779472800,76.9,19.61,60.43,1
deb1f128,1779472860,40.02,13.67,46.94,1
bd020df7,1779472920,4.92,44.46,28.32,1
71ddca47,1779472980,69.3,8.56,90.63,1
739ab22e,1779473040,37.92,5.46,62.94,1
29b642f0,1779473100,53.62,31.2,47.7,1
929d9e76,1779473160,43.29,17.37,42.18,1
d2404201,1779473220,27.8,15.14,53.86,1
887bf566,1779473280,46.72,-5.19,61.54,1
b0e38d41,1779473340,62.8,30.11,56.63,1
ef5abd89,1779473400,22.74,25.62,88.22,1
b42f7beb,1779473460,55.17,42.42,75.18,1
eaa60068,1779473520,34.69,44.15,67.23,1
fcf34607,1779473580,51.46,-1.47,45.1,1
7fb55671,1779473640,49.17,7.7,55.84,1
8d8e08a5,1779473700,100.0,-7.38,50.29,0
5fee9ae1,1779473760,54.0,10.59,39.45,1
5172fd6c,1779473820,71.39,40.74,85.75,0
a130fab2,1779473880,33.84,30.38,95.51,1
aed0668e,1779473940,26.4,37.34,38.11,1
bb135a66,1779474000,84.81,39.35,55.0,0
caf7dba7,1779474060,4.52,24.93,46.14,1
6bc9d388,1779474120,82.61,32.34,26.75,1
e5edf2ef,1779474180,25.33,0.01,89.64,1
2fc34864,1779474240,22.36,43.41,55.7,1
cfc500fe,1779474300,25.89,-8.47,51.4,1
817912b5,1779474360,82.76,10.44,87.91,1
cc7fe00b,1779474420,46.23,8.67,45.72,1
30ad4f42,1779474480,74.12,11.88,92.31,1
9ee0bef3,1779474540,97.28,-1.57,50.76,0
773b9f19,1779474600,38.15,20.33,59.71,1
a6df8cc4,1779474660,47.45,-7.66,68.19,1
40aae7ff,1779474720,47.79,-0.4,52.6,1
702f4ee9,1779474780,4.91,44.0,52.9,1
77223b54,1779474840,67.42,26.18,53.32,1
68319785,1779474900,11.51,10.42,30.27,1
5953a1af,1779474960,20.15,23.22,62.86,1
957fa77d,1779475020,89.32,40.02,65.01,0
0b66505f,1779475080,4.97,5.56,49.15,1
6a15ba0a,1779475140,18.46,47.99,42.7,1
ff99c26b,1779475200,0.52,24.83,74.96,1
b45c8036,1779475260,45.7,27.57,37.84,1
ffe6cff8,1779475320,0.0,49.63,54.28,1
444432b8,1779475380,57.3,24.16,77.99,1
f853a9d1,1779475440,19.26,13.71,69.93,1
4b5ee3e1,1779475500,49.25,22.58,48.65,1
11263c87,1779475560,56.34,22.0,69.35,1
f6bbca66,1779475620,40.96,37.65,65.6,1
f7a42dec,1779475680,65.54,46.64,52.61,1
a12b91be,1779475740,46.88,48.86,36.55,1
f30e434d,1779475800,78.15,25.32,58.97,1
971af2f8,1779475860,13.8,2.19,43.15,1
31de27ee,1779475920,35.11,20.68,87.49,1
4390e51a,1779475980,100.0,41.93,54.61,0
a8d80a29,1779476040,48.63,39.65,65.71,1
88cd94b0,1779476100,60.37,47.36,89.84,1
6387e8b1,1779476160,45.07,41.24,56.97,1
efd428a8,1779476220,79.15,43.59,55.91,0
36e00f10,1779476280,64.84,27.6,1.19,1
a2942552,1779476340,98.93,33.36,55.17,0
62fea3f7,1779476400,30.68,7.96,68.14,1
3b2a78de,1779476460,78.63,6.73,49.37,1
05acd92b,1779476520,73.83,7.68,70.26,1
8d2a9327,1779476580,62.88,-1.43,74.31,1
b95ffc74,1779476640,70.01,29.51,75.09,1
e01d44c1,1779476700,64.61,26.82,68.99,1
468b92b7,1779476760,49.34,-5.34,42.36,1
c663540b,1779476820,8.99,-6.04,27.35,1
7a288b7e,1779476880,30.19,38.49,53.84,1
66b29ea3,1779476940,50.75,7.97,72.17,1
5e968ebf,1779477000,50.03,37.67,43.66,1
a132f103,1779477060,45.52,-5.63,61.65,1
56e671d3,1779477120,9.81,3.94,44.75,1
0a2afe5c,1779477180,71.82,45.75,47.4,0
29c863fb,1779477240,70.74,9.29,56.12,1
5f1e9191,1779477300,11.48,28.43,57.35,1
1131c041,1779477360,51.5,11.47,65.55,1
673ee31c,1779477420,28.63,43.32,66.7,1
b1ce94ff,1779477480,0.0,25.15,63.68,1
1066e3ce,1779477540,33.78,30.96,63.78,1
43ac0d8d,1779477600,70.18,39.35,40.53,0
0699d01d,1779477660,55.91,21.21,87.39,1
efade494,1779477720,59.81,6.28,49.82,1
292cb9a9,1779477780,4.17,-1.97,59.44,1
0c1fae19,1779477840,36.9,34.92,63.05,1
27e4d65c,1779477900,34.35,6.57,60.31,1
57446e20,1779477960,41.8,40.36,63.1,1
6782054c,1779478020,28.54,-3.89,82.51,1
70b80ee9,1779478080,16.35,40.56,43.61,1
4154c981,1779478140,75.69,43.51,46.73,0
7579ca9c,1779478200,71.27,12.64,57.25,1
1120e509,1779478260,48.36,13.26,99.63,1
dcda196e,1779478320,85.57,-9.74,78.52,1
6ca2f967,1779478380,63.06,29.98,43.67,1
f12326aa,1779478440,52.22,7.88,63.95,1
6d71c0a6,1779478500,55.08,28.65,54.31,1
341f0814,1779478560,46.51,47.41,51.0,1
47e8d12d,1779478620,0.0,17.46,60.34,1
23bbc514,1779478680,36.24,12.19,35.59,1
8b15c073,1779478740,80.88,41.02,53.6,0
dfdd4908,1779478800,65.56,18.34,37.22,1
b21e8971,1779478860,43.17,30.67,67.3,1
28a3f11f,1779478920,11.16,-1.8,76.36,1
53143d29,1779478980,81.86,8.94,76.2,1
a29913fa,1779479040,20.26,32.79,92.85,1
e7594a2a,1779479100,54.81,7.24,57.04,1
8a4cc94c,1779479160,36.4,-3.31,56.74,1
e628063d,1779479220,6.4,40.13,62.38,1
fb17f3f3,1779479280,44.29,19.57,40.11,1
57696a7c,1779479340,69.47,25.71,11.8,1
5803f7e9,1779479400,49.52,47.81,54.74,1
ee867335,1779479460,100.0,8.71,64.33,0
7d13bfea,1779479520,67.88,21.28,74.36,1
1c87eb6b,1779479580,44.06,5.93,63.84,1
1c8eef70,1779479640,52.55,10.89,90.98,1
3b2565dc,1779479700,74.72,48.45,32.97,0
9bd193c9,1779479760,54.33,36.82,64.88,1
9372e20b,1779479820,0.0,8.17,41.27,1
a16ecca3,1779479880,47.42,34.85,27.14,1
da53100a,1779479940,32.62,47.47,59.18,1
2a077d67,1779480000,50.52,47.77,64.61,1
3b043f6d,1779480060,44.86,3.52,47.0,1
46b5dc00,1779480120,40.62,27.34,53.65,1
1818c400,1779480180,59.83,-1.18,88.26,1
e97c4766,1779480240,62.46,13.29,82.8,1
14737ad5,1779480300,20.75,10.71,76.97,1
8988dfcd,1779480360,44.15,18.2,69.33,1
51b8b651,1779480420,58.25,-6.27,72.4,1
33c681a4,1779480480,29.12,-1.94,100.0,1
747a72c6,1779480540,50.95,4.51,71.69,1
e953d11d,1779480600,100.0,-5.43,60.14,0
e8822aa0,1779480660,71.04,17.58,47.65,1
925baf4e,1779480720,0.0,-7.37,90.67,1
d076b7a4,1779480780,44.98,2.55,35.36,1
c7815211,1779480840,39.27,47.64,71.77,1
74fcfed7,1779480900,51.2,5.57,66.64,1
ae9476c7,1779480960,100.0,-5.62,32.74,0
30a2428d,1779481020,54.07,1.41,60.83,1
a8902a40,1779481080,60.65,35.44,60.38,1
960ddf78,1779481140,47.88,33.1,35.13,1
46b4b8cb,1779481200,67.99,30.0,34.13,1
850a93dc,1779481260,55.8,36.3,35.94,1
adef1545,1779481320,42.17,-9.46,59.99,1
ec6583d4,1779481380,65.46,3.72,55.85,1
a56dd297,1779481440,18.74,9.3,72.09,1
5f8f5f6b,1779481500,61.74,-4.28,74.28,1
eaba8174,1779481560,39.08,18.85,58.68,1
91f7c99f,1779481620,30.1,7.33,66.78,1
4499deeb,1779481680,68.6,49.6,56.38,1
9bda661e,1779481740,16.4,35.26,27.93,1
4cb1da92,1779481800,3.34,37.25,80.15,1
dc09f73f,1779481860,60.16,11.51,28.41,1
6576b95c,1779481920,19.72,1.5,74.62,1
2078a306,1779481980,11.84,-7.66,60.65,1
dfbedac8,1779482040,39.82,47.03,73.73,1
80a74049,1779482100,11.49,24.81,99.67,1
71686e24,1779482160,90.43,6.95,62.09,0
004780bc,1779482220,69.48,46.79,54.19,1
32044998,1779482280,45.27,36.82,78.43,1
6d244b75,1779482340,40.98,2.28,0.0,1
a2716850,1779482400,18.69,9.89,67.27,1
b5f7d6c3,1779482460,40.84,-5.73,68.88,1
d37e0149,1779482520,0.0,38.65,63.98,1
fb437d1b,1779482580,38.04,31.62,79.15,1
e02c67b9,1779482640,67.01,-0.9,83.85,1
dfe5fb8e,1779482700,52.74,6.95,81.05,1
3d022e03,1779482760,37.4,-2.33,58.37,1
6d702d53,1779482820,67.26,-6.72,8.83,1
4b3032e1,1779482880,22.82,3.82,38.28,1
01dd71b7,1779482940,80.43,40.91,76.41,0
e6cf5758,1779483000,6.85,9.52,46.45,1
a86812cb,1779483060,71.59,0.9,71.59,1
de1c0da1,1779483120,69.58,38.4,54.97,1
c4c3a8b7,1779483180,86.49,29.66,25.6,1
6a8e5892,1779483240,52.13,32.56,43.83,1
84808826,1779483300,62.01,25.03,48.61,1
d5cb1fa4,1779483360,66.26,7.79,29.94,1
6088e170,1779483420,74.26,-3.85,76.07,1
fb47ea1c,1779483480,99.89,12.16,100.0,0
04c43319,1779483540,77.05,17.7,79.91,1
a1f4c41b,1779483600,55.75,33.74,69.95,1
a61714f2,1779483660,39.43,38.42,73.53,1
13f6f1e4,1779483720,36.04,10.14,38.0,1
7fcf0053,1779483780,76.46,23.72,78.75,1
b492514b,1779483840,49.86,12.83,73.37,1
9235d160,1779483900,61.35,34.07,49.31,1
5a2337f5,1779483960,42.65,40.34,58.57,1
ec811bf1,1779484020,48.49,4.1,69.1,1
c69d0e3d,1779484080,72.26,22.79,71.5,1
5cbe8e08,1779484140,95.48,41.76,60.8,0
e8fea7e8,1779484200,62.3,23.16,49.48,1
4a53acaa,1779484260,25.09,41.92,54.4,1
31ca6c2b,1779484320,38.03,7.4,42.74,1
1f315705,1779484380,59.41,37.8,76.2,1
f2e60e4d,1779484440,67.09,24.3,32.68,1
53c036c2,1779484500,51.74,7.26,47.2,1
1650fd2d,1779484560,24.27,27.28,32.95,1
0367c820,1779484620,80.44,14.27,42.63,1
c0f9bef5,1779484680,36.6,31.13,25.85,1
fa5ec62b,1779484740,39.19,12.44,56.73,1
2e449f3e,1779484800,54.0,30.29,70.04,1
26972e40,1779484860,20.36,15.1,70.42,1
8c508f5b,1779484920,39.66,6.67,65.21,1
a497cc1a,1779484980,37.32,48.82,26.63,1
e89d7fd2,1779485040,50.82,0.76,44.83,1
e9ed6d92,1779485100,87.84,32.27,47.73,1
1115e486,1779485160,3.85,13.86,41.41,1
887132e0,1779485220,29.29,18.98,46.74,1
5dcbd09d,1779485280,26.95,29.41,39.92,1
cd8dcce6,1779485340,52.19,-5.38,67.92,1
68987ddf,1779485400,36.33,25.94,54.57,1
21ec6ed0,1779485460,87.46,6.04,84.96,1
5a57640a,1779485520,70.28,32.4,37.03,1
0cbef4e5,1779485580,10.63,6.27,78.52,1
46be9b44,1779485640,75.44,46.8,65.43,0
c2d09486,1779485700,44.63,25.26,65.54,1
53ba1c84,1779485760,76.18,14.49,83.39,1
022efb75,1779485820,51.09,5.19,54.88,1
30321dcc,1779485880,64.3,13.94,58.76,1
bcc89515,1779485940,40.37,30.35,68.41,1
9abb1069,1779486000,49.41,-4.44,56.51,1
342591a5,1779486060,57.91,16.04,63.79,1
63b667d0,1779486120,39.08,33.41,27.87,1
bec3d218,1779486180,50.4,26.8,58.26,1
b806f664,1779486240,17.69,32.84,73.79,1
7beb5c56,1779486300,58.98,-9.18,71.36,1
6697613a,1779486360,30.41,6.25,46.19,1
6269afd4,1779486420,92.63,26.4,53.98,0
7b39c235,1779486480,35.5,47.09,64.79,1
983fc963,1779486540,60.2,39.38,69.05,1
45306cd0,1779486600,51.9,2.02,74.85,1
360fb422,1779486660,85.43,34.28,73.63,0
653987c7,1779486720,30.92,12.27,60.76,1
75431141,1779486780,53.85,22.3,75.33,1
bd3eae21,1779486840,30.35,43.72,32.38,1
9564a30b,1779486900,77.67,17.26,72.82,1
4dc72f4a,1779486960,16.53,32.33,73.86,1
dcadbfb9,1779487020,9.62,28.96,19.29,1
bd50b4b2,1779487080,36.26,16.64,77.19,1
8bd2d3fd,1779487140,32.74,19.47,60.08,1
ae0242a8,1779487200,37.67,29.31,88.87,1
a10bf4d4,1779487260,32.52,-0.37,50.15,1
33ee1826,1779487320,69.76,38.85,66.8,1
a057e4bb,1779487380,32.64,7.35,66.6,1
f777f8f6,1779487440,22.87,20.9,43.49,1
b1d004cd,1779487500,0.0,11.23,70.66,1
3ee7ece6,1779487560,62.05,8.47,70.95,1
23d35172,1779487620,21.36,20.34,32.73,1
8b237b24,1779487680,44.26,23.2,42.97,1
576f9dce,1779487740,14.98,41.53,60.29,1
57954261,1779487800,73.05,41.53,69.65,0
fca25ccc,1779487860,40.26,26.63,91.82,1
2c160a09,1779487920,61.84,0.76,41.47,1
ecdafb61,1779487980,24.07,-2.95,74.88,1
8b8a99b3,1779488040,74.4,20.9,78.37,1
f0d51384,1779488100,42.97,11.26,68.5,1
f07afb77,1779488160,44.57,21.15,53.83,1
b044309d,1779488220,14.56,-6.54,72.0,1
0fb439cf,1779488280,15.56,3.17,48.7,1
02c3f12d,1779488340,52.81,23.41,68.9,1
c95b08e8,1779488400,10.35,22.45,22.4,1
1871bfd7,1779488460,77.15,0.3,81.1,1
654e7f48,1779488520,0.0,42.23,60.07,1
6c602873,1779488580,63.72,-3.08,100.0,1
555a9cbe,1779488640,26.86,10.23,65.11,1
23725418,1779488700,60.84,2.38,43.88,1
18b03884,1779488760,71.46,2.26,55.31,1
738df314,1779488820,0.0,-8.91,65.19,1
4b0f3b98,1779488880,100.0,27.71,37.76,0
05e7da78,1779488940,22.59,-9.4,76.76,1
2f974f78,1779489000,57.02,40.17,95.17,1
20673a08,1779489060,59.04,19.11,66.77,1
2fb3ce99,1779489120,77.41,17.08,47.49,1
7d0c98b1,1779489180,58.34,42.95,54.05,1
1ca57632,1779489240,30.0,13.27,58.73,1
4b2bb80b,1779489300,43.11,22.51,78.81,1
aec835c9,1779489360,34.83,12.53,64.23,1
f3f1553d,1779489420,42.63,49.83,86.92,1
55856477,1779489480,3.09,3.21,72.39,1
21ec1cb3,1779489540,18.64,-5.88,30.58,1
59495d3d,1779489600,34.88,33.36,15.89,1
182cb8dc,1779489660,82.23,-9.5,79.36,1
1068d992,1779489720,66.29,19.04,37.25,1
265a06a0,1779489780,56.71,-6.01,90.26,1
16468bd2,1779489840,61.43,36.92,89.12,1
7a7f6108,1779489900,68.78,21.08,72.48,1
58160d02,1779489960,60.24,27.23,42.78,1
ab9e08e2,1779490020,31.98,1.7,70.58,1
664d0ef8,1779490080,57.41,44.49,69.26,1
f2886f10,1779490140,63.54,29.25,88.83,1
85bea9ad,1779490200,54.77,27.94,78.83,1
0126f356,1779490260,47.69,32.98,35.66,1
de195dd2,1779490320,28.81,8.83,46.96,1
d7ab97e5,1779490380,31.05,15.49,46.25,1
e999a067,1779490440,50.39,1.28,78.05,1
91b68924,1779490500,55.56,12.97,50.41,1
d36f3959,1779490560,62.77,37.77,80.61,1
3e755010,1779490620,73.17,5.84,38.03,1
3d421c0a,1779490680,54.3,9.47,71.07,1
bd0c834f,1779490740,29.56,31.68,47.81,1
5396d9d4,1779490800,61.58,5.88,32.66,1
229d58ef,1779490860,76.11,36.68,70.74,0
93522bf7,1779490920,32.58,-4.7,71.64,1
dff1affa,1779490980,26.26,15.94,88.69,1
a6044a28,1779491040,58.74,-7.66,28.7,1
4001fe2a,1779491100,19.12,43.88,83.29,1
33aa2b5f,1779491160,41.76,44.06,74.64,1
3cc91e3f,1779491220,38.27,24.6,72.89,1
39a703c3,1779491280,68.92,41.48,72.25,1
42be2c11,1779491340,47.57,-2.2,49.92,1
1f04be38,1779491400,49.02,37.02,57.31,1
fa7a6ff5,1779491460,4.7,29.26,72.81,1
40bc1c97,1779491520,65.55,35.74,86.58,1
112ce44a,1779491580,76.79,27.48,100.0,1
63ae6a6a,1779491640,56.23,24.86,80.9,1
aeb3d41c,1779491700,94.22,13.35,50.16,0
fd7eff68,1779491760,62.5,45.69,32.01,1
16c0eefa,1779491820,44.84,21.66,71.21,1
edb3b1ee,1779491880,65.64,25.59,77.7,1
e19578f5,1779491940,48.35,30.49,46.94,1
8a5f2f12,1779492000,23.53,46.5,89.63,1
48c7f621,1779492060,50.03,31.45,34.46,1
287c6a2b,1779492120,75.29,6.52,86.83,1
b30350ad,1779492180,60.1,25.96,39.56,1
a03c63cc,1779492240,64.07,17.31,42.4,1
338c1178,1779492300,73.81,0.18,69.47,1
46199d93,1779492360,88.85,40.29,77.08,0
80ccbbf5,1779492420,25.49,14.11,100.0,1
a3da1681,1779492480,56.03,6.62,36.98,1
f19bd7f7,1779492540,53.78,25.57,75.31,1
ce45a926,1779492600,38.35,-8.1,56.98,1
cc387747,1779492660,29.81,26.41,57.02,1
48cf9b90,1779492720,21.73,41.78,72.45,1
72f9fec7,1779492780,45.84,34.25,64.24,1
91c59852,1779492840,72.38,49.83,47.37,0
135396ec,1779492900,57.22,17.9,61.5,1
d72a6cb3,1779492960,37.09,48.52,56.07,1
e9b506d7,1779493020,58.58,46.28,66.17,1
26b99e82,1779493080,44.85,-5.74,45.07,1
86d87334,1779493140,33.51,18.15,45.9,1
9db15fb9,1779493200,37.72,0.05,54.3,1
2a044d4f,1779493260,7.44,37.9,50.74,1
b27ef869,1779493320,19.92,3.95,39.16,1
dbadaaf0,1779493380,40.46,11.32,48.4,1
9b0561f7,1779493440,38.6,2.63,63.63,1
d416350a,1779493500,40.51,10.56,66.64,1
fe2aac4a,1779493560,49.21,8.15,43.03,1
2cb2d9c1,1779493620,83.8,-1.77,65.64,1
27d157e7,1779493680,54.6,-1.36,100.0,1
e97ca452,1779493740,14.34,19.27,75.63,1
ee4a0f19,1779493800,47.99,8.39,43.34,1
f7e3a653,1779493860,20.35,33.5,13.56,1
1cd8a55f,1779493920,95.81,36.62,76.28,0
313347da,1779493980,39.65,22.28,76.12,1
bdacfb52,1779494040,43.03,1.71,76.9,1
7fcfde44,1779494100,92.57,19.55,58.51,0
5fba95e0,1779494160,81.17,11.68,58.76,1
86154b5c,1779494220,43.17,9.69,81.09,1
70ca9a4a,1779494280,89.07,-2.44,54.52,1
ef90900d,1779494340,56.55,24.76,34.9,1
336198db,1779494400,100.0,3.79,56.82,0
dc7495fc,1779494460,0.0,29.7,77.28,1
94217da9,1779494520,55.42,1.12,38.05,1
77ca4ff4,1779494580,27.28,0.97,45.7,1
1121b10a,1779494640,36.29,45.63,76.67,1
cd9c9daf,1779494700,51.69,-1.42,68.9,1
6a2f67aa,1779494760,80.45,12.04,49.74,1
2573d0b0,1779494820,52.9,40.71,43.1,1
b623ee6b,1779494880,36.72,30.37,69.68,1
0fb2c961,1779494940,32.94,42.44,46.46,1
5657069e,1779495000,29.04,-9.96,42.27,1
fd106a6a,1779495060,57.4,27.64,67.5,1
219bef6a,1779495120,34.07,17.5,69.17,1
41cc1d73,1779495180,32.14,19.17,54.77,1
882388f5,1779495240,26.59,4.29,46.64,1
2a524aa6,1779495300,48.26,17.98,77.8,1
7aee66c8,1779495360,34.83,19.24,69.15,1
3dec3951,1779495420,98.48,49.97,31.98,0
f9d5bbc4,1779495480,36.84,39.65,87.77,1
5f47a859,1779495540,35.02,20.63,37.8,1
393401ee,1779495600,69.21,20.59,64.31,1
56e4aad9,1779495660,33.73,-7.91,60.04,1
41e9ddff,1779495720,0.0,40.35,94.49,1
fe0184d1,1779495780,11.17,-7.02,53.97,1
31f2602c,1779495840,35.75,26.5,66.59,1
98275ef4,1779495900,29.64,12.79,49.07,1
b59a3e00,1779495960,38.75,35.05,85.14,1
4312e4b8,1779496020,58.13,4.22,51.08,1
fb40f2e8,1779496080,67.14,45.75,96.97,1
0625b319,1779496140,34.0,-8.85,56.68,1
0370f5b4,1779496200,52.45,36.51,85.92,1
851d4bb2,1779496260,32.43,-8.19,35.91,1
fbc591f1,1779496320,52.29,45.99,65.04,1
af1c7bf6,1779496380,67.38,30.71,30.76,1
fe33fe12,1779496440,71.73,46.83,50.89,0
da0d4c44,1779496500,58.28,6.65,70.67,1
a0abeae6,1779496560,71.9,49.41,89.45,0
c41e8c2a,1779496620,22.79,-5.26,34.41,1
e5b0033d,1779496680,9.01,10.6,52.15,1
15d08606,1779496740,38.29,45.72,36.91,1
53323a7c,1779496800,58.1,-0.97,37.05,1
cbd7a2cc,1779496860,48.62,20.09,69.7,1
de9a0342,1779496920,45.33,29.71,27.39,1
34a90794,1779496980,70.62,24.67,76.32,1
b7b5d564,1779497040,26.28,14.14,94.95,1
2bacc25a,1779497100,43.25,31.46,71.88,1
0b730067,1779497160,29.39,1.08,47.83,1
dc8893a1,1779497220,29.1,39.86,22.3,1
05f4f31e,1779497280,58.81,21.89,48.59,1
2775b136,1779497340,48.43,8.0,22.99,1
956c448b,1779497400,15.79,-0.14,99.75,1
f23c4f66,1779497460,53.07,44.14,39.83,1
3ce44e4a,1779497520,81.59,29.52,43.07,1
99d06c27,1779497580,97.74,43.9,76.2,0
ad10caee,1779497640,8.63,-9.35,40.8,1
ba9f2305,1779497700,61.67,-3.73,70.13,1
9d1547d7,1779497760,21.74,-2.88,100.0,1
b1a8f67e,1779497820,53.72,34.33,46.41,1
3cdd6e1a,1779497880,51.8,21.94,55.76,1
f38f46d9,1779497940,6.39,46.3,71.64,1
aa038eaa,1779498000,2.3,-6.98,42.79,1
b59639f4,1779498060,53.24,17.48,53.97,1
48f1f99c,1779498120,63.91,5.17,33.29,1
e422305e,1779498180,3.36,39.41,80.57,1
786f6cf4,1779498240,47.66,11.05,86.52,1
01791f07,1779498300,78.84,9.69,49.63,1
1093d037,1779498360,12.02,40.45,3.36,1
fbe6e6db,1779498420,36.11,38.5,33.97,1
b3ffc334,1779498480,39.71,17.55,83.08,1
84272e5f,1779498540,60.27,-2.88,56.26,1
